"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"AT1G560451",2.73098917932318e-41,0.925732617188647,0.867,0.308,3.36266697650063e-37,"4","AT1G56045"
"AT3G60245",1.50511335375039e-40,0.943053965556464,0.775,0.249,1.85324607247285e-36,"4","AT3G60245"
"AT2G40205",2.41004092527152e-34,0.894101393678506,0.733,0.259,2.96748339128682e-30,"4","AT2G40205"
"AT5G57290",8.64264133972773e-34,0.540978420158984,0.425,0.07,1.06416842816068e-29,"4","AT5G57290"
"AT4G31985",2.88368955717117e-32,0.775880474439567,0.675,0.209,3.55068695174487e-28,"4","AT4G31985"
"AT5G57560",9.91168841644321e-32,0.792992107188971,0.65,0.197,1.22042619471665e-27,"4","AT5G57560"
"AT3G06700",1.58948810514651e-31,0.672666328344325,0.592,0.155,1.9571367038669e-27,"4","AT3G06700"
"AT3G560201",8.85104164045515e-29,0.868789289281153,0.8,0.356,1.08982875718924e-24,"4","AT3G56020"
"AT2G20875",2.5696498427267e-28,0.677919970507591,0.467,0.11,3.16400985134938e-24,"4","AT2G20875"
"AT1G77940",9.82730135554317e-28,0.554564776465647,0.6,0.174,1.21003561590803e-23,"4","AT1G77940"
"AT5G52650",2.02422774275328e-26,0.529271085157134,0.583,0.173,2.49243161965212e-22,"4","AT5G52650"
"AT4G346701",3.89430893893168e-26,0.604011178347567,0.7,0.254,4.79506259650658e-22,"4","AT4G34670"
"AT5G603901",5.96278990235863e-26,0.704825133591405,0.783,0.347,7.34198320677418e-22,"4","AT5G60390"
"AT2G21580",8.6111582074143e-26,0.551174187264873,0.5,0.131,1.06029191007892e-21,"4","AT2G21580"
"AT3G47295",9.15914052683093e-26,0.910794572224185,0.758,0.342,1.12776497306869e-21,"4","AT3G47295"
"AT5G02960",1.78439424728602e-25,0.654917585922514,0.592,0.195,2.19712463668328e-21,"4","AT5G02960"
"AT4G16720",2.96158434208943e-25,0.621877178608074,0.625,0.214,3.64659880041471e-21,"4","AT4G16720"
"AT4G18970",2.0270320956098e-24,0.560496966335936,0.508,0.145,2.49588461932434e-20,"4","AT4G18970"
"AT3G58850",4.79926412684023e-24,0.358343589481562,0.308,0.05,5.90933391937838e-20,"4","AT3G58850"
"AT1G52300",4.98731055363828e-24,0.663965957518054,0.642,0.242,6.14087548469481e-20,"4","AT1G52300"
"AT2G43460",7.52950530519894e-24,0.555761456760524,0.542,0.164,9.27107988229146e-20,"4","AT2G43460"
"AT4G14040",1.6719648338157e-23,0.54375671570239,0.4,0.092,2.05869029987727e-19,"4","AT4G14040"
"AT4G29390",2.67713304128901e-23,0.58184588300729,0.475,0.132,3.29635391373915e-19,"4","AT4G29390"
"AT5G27700",2.8250342462538e-23,0.636093194002724,0.642,0.245,3.47846466741231e-19,"4","AT5G27700"
"AT5G41520",4.38404259130811e-23,0.514474083229054,0.558,0.178,5.39807164267767e-19,"4","AT5G41520"
"AT5G202901",1.68481940052336e-21,0.716233433535369,0.817,0.431,2.07451812786441e-17,"4","AT5G20290"
"AT1G67090",2.11080835324449e-21,0.717732337608787,0.783,0.397,2.59903832534995e-17,"4","AT1G67090"
"AT4G270901",3.26481413812898e-21,0.721099188707185,0.792,0.409,4.01996564827821e-17,"4","AT4G27090"
"AT2G27720",8.44199485904205e-21,0.585194296197376,0.625,0.258,1.03946282699385e-16,"4","AT2G27720"
"AT5G56710",1.01141128719025e-20,0.559984566040772,0.558,0.198,1.24535071791736e-16,"4","AT5G56710"
"AT3G04920",1.7955799387406e-20,0.409281121464664,0.425,0.113,2.2108975785713e-16,"4","AT3G04920"
"AT2G18020",3.20331911782443e-20,0.555654610247542,0.542,0.189,3.94424682977722e-16,"4","AT2G18020"
"AT1G69620",4.26978465277303e-20,0.597619046188088,0.633,0.258,5.25738584295944e-16,"4","AT1G69620"
"AT1G75630",5.18042258481453e-20,0.342844478470053,0.3,0.058,6.37865432868213e-16,"4","AT1G75630"
"AT3G53020",6.63933416382657e-20,0.551174187264873,0.633,0.256,8.17501215591966e-16,"4","AT3G53020"
"AT1G04820",1.38086874122611e-19,0.442975446750451,0.533,0.173,1.70026368107171e-15,"4","AT1G04820"
"AT3G59540",2.3215991358141e-19,0.465324524881448,0.475,0.15,2.8585850159279e-15,"4","AT3G59540"
"AT4G15000",2.38930847679384e-19,0.363547184089101,0.35,0.082,2.94195552747626e-15,"4","AT4G15000"
"AT4G17390",4.12674314814799e-19,0.459974372882023,0.442,0.132,5.08125883831462e-15,"4","AT4G17390"
"AT1G72370",6.61862636907357e-19,0.51108083578263,0.525,0.186,8.14951464824028e-15,"4","AT1G72370"
"AT2G25210",9.87377541776027e-19,0.474722126827,0.483,0.158,1.21575796718882e-14,"4","AT2G25210"
"AT2G18280",1.26496955857943e-18,0.477851955251182,0.467,0.15,1.55755701747886e-14,"4","AT2G18280"
"AT5G02870",1.93467163787697e-18,0.406283820014389,0.45,0.137,2.38216118771791e-14,"4","AT5G02870"
"AT2G47610",2.53554806311289e-18,0.41462656551505,0.433,0.13,3.1220203301109e-14,"4","AT2G47610"
"AT3G11510",3.44468772050612e-18,0.542535268991,0.575,0.231,4.24144399025919e-14,"4","AT3G11510"
"AT3G62870",3.96541531246242e-18,0.477580219689921,0.55,0.203,4.88261587423498e-14,"4","AT3G62870"
"AT2G32060",4.95141892723576e-18,0.27423354715082,0.258,0.047,6.09668212510539e-14,"4","AT2G32060"
"AT1G02780",7.09931085195951e-18,0.578029679091579,0.625,0.277,8.74138145201775e-14,"4","AT1G02780"
"AT3G04400",1.03391317474902e-17,0.512700039450237,0.6,0.245,1.27305729206846e-13,"4","AT3G04400"
"AT3G563401",1.15659634480714e-17,0.526926641018196,0.642,0.279,1.42411707936103e-13,"4","AT3G56340"
"AT1G18740",1.27319283775331e-17,0.673137194261888,0.583,0.251,1.56768234112564e-13,"4","AT1G18740"
"AT4G392001",1.89990942609331e-17,0.638681622893866,0.817,0.492,2.33935847634869e-13,"4","AT4G39200"
"AT4G18100",2.90993244237453e-17,0.333879633568104,0.3,0.067,3.58299981629576e-13,"4","AT4G18100"
"AT5G47700",3.25173214297413e-17,0.552330656297451,0.458,0.161,4.00385778764405e-13,"4","AT5G47700"
"AT2G34420",3.83946006968409e-17,0.560025104847138,0.5,0.181,4.72752718380202e-13,"4","AT2G34420"
"AT1G79040",4.68924466044848e-17,0.65281444914071,0.742,0.412,5.77386695041022e-13,"4","AT1G79040"
"AT3G62250",5.09240137321018e-17,0.469671402521375,0.45,0.149,6.2702738108337e-13,"4","AT3G62250"
"AT5G152001",6.65024321148365e-17,0.632424507788037,0.692,0.368,8.18844446629981e-13,"4","AT5G15200"
"AT5G44020",6.77363966676576e-17,0.581805805918536,0.583,0.258,8.34038252168869e-13,"4","AT5G44020"
"AT2G37190",1.191543984438e-16,0.424997081187728,0.425,0.135,1.46714810803852e-12,"4","AT2G37190"
"AT2G19730",1.37962000477869e-16,0.525061346945741,0.55,0.225,1.698726111884e-12,"4","AT2G19730"
"AT3G44010",1.59492601406384e-16,0.413670663514938,0.433,0.14,1.96383240111681e-12,"4","AT3G44010"
"AT1G29930",1.80203918369133e-16,0.598763645783133,0.517,0.205,2.21885084687913e-12,"4","AT1G29930"
"AT1G33140",3.29507510352799e-16,0.394288872440077,0.367,0.105,4.05722597497401e-12,"4","AT1G33140"
"AT2G46400",3.48913229450066e-16,0.335156920097653,0.275,0.061,4.29616859421866e-12,"4","AT2G46400"
"AT5G02160",3.55203665441264e-16,0.342587565453455,0.317,0.08,4.37362273257828e-12,"4","AT5G02160"
"AT2G39460",3.83542980616463e-16,0.304361400438502,0.292,0.067,4.72256472033051e-12,"4","AT2G39460"
"AT1G70600",4.16332911862516e-16,0.467758179077235,0.45,0.159,5.12630714376316e-12,"4","AT1G70600"
"AT1G01100",1.44791274478503e-15,0.514152056562772,0.542,0.23,1.7828149626538e-11,"4","AT1G01100"
"AT2G26190",1.86380610393759e-15,0.462696231605037,0.425,0.145,2.29490445577836e-11,"4","AT2G26190"
"AT4G14320",1.90769451201138e-15,0.366062782007884,0.308,0.08,2.34894425263961e-11,"4","AT4G14320"
"AT1G07135",3.30985949879512e-15,0.526908908887236,0.508,0.197,4.07543000086643e-11,"4","AT1G07135"
"AT5G09610",3.67223882897597e-15,0.309346873357705,0.25,0.053,4.52162767011811e-11,"4","AT5G09610"
"AT4G31700",4.25345011716796e-15,0.457218379187695,0.558,0.239,5.23727312926891e-11,"4","AT4G31700"
"AT4G33865",9.71907311502027e-15,0.501705511000573,0.517,0.22,1.19670947265245e-10,"4","AT4G33865"
"AT2G34480",1.29291958792788e-14,0.431127860591484,0.458,0.171,1.59197188861559e-10,"4","AT2G34480"
"AT5G64140",1.80685190910542e-14,0.346868442942471,0.367,0.113,2.2247767556815e-10,"4","AT5G64140"
"AT5G18380",1.95377345259729e-14,0.516924625311962,0.542,0.242,2.40568125218305e-10,"4","AT5G18380"
"AT1G30230",2.20245895106858e-14,0.425166302352767,0.575,0.254,2.71188770645075e-10,"4","AT1G30230"
"AT3G23390",2.29664494501712e-14,0.327548165989314,0.342,0.1,2.82785892079957e-10,"4","AT3G23390"
"AT4G00100",2.52732978805023e-14,0.458286889723324,0.492,0.196,3.11190116802624e-10,"4","AT4G00100"
"AT1G67430",2.84262363567743e-14,0.454584214138429,0.517,0.214,3.50012248260961e-10,"4","AT1G67430"
"AT3G45030",3.53789216724718e-14,0.336295819585731,0.308,0.085,4.35620662553145e-10,"4","AT3G45030"
"AT4G20360",4.99115135753519e-14,0.298381447968416,0.308,0.084,6.14560466653308e-10,"4","AT4G20360"
"AT5G27850",5.10188316925808e-14,0.449371906742013,0.558,0.249,6.28194874630747e-10,"4","AT5G27850"
"AT3G45640",5.22100542693784e-14,0.36416464399191,0.325,0.095,6.42862398218856e-10,"4","AT3G45640"
"AT3G09500",6.57700594600658e-14,0.426665985482496,0.467,0.183,8.0982674213179e-10,"4","AT3G09500"
"AT2G27710",6.62436526413009e-14,0.459251697823834,0.392,0.138,8.15658094972338e-10,"4","AT2G27710"
"AT1G56070",7.03039423567109e-14,0.509610376749221,0.742,0.417,8.65652442238181e-10,"4","AT1G56070"
"AT1G27400",1.14809095910764e-13,0.401817201016819,0.45,0.172,1.41364439794923e-09,"4","AT1G27400"
"AT1G32640",1.26198823172344e-13,0.434553335190608,0.433,0.165,1.55388610972107e-09,"4","AT1G32640"
"AT3G06355",1.95693929444091e-13,0.694747861760233,0.975,0.805,2.40957935324509e-09,"4","AT3G06355"
"AT2G13360",2.11593943750474e-13,0.300504775547332,0.342,0.103,2.60535622939959e-09,"4","AT2G13360"
"AT3G61110",2.18430609218517e-13,0.467109922476398,0.6,0.289,2.6895360913076e-09,"4","AT3G61110"
"AT3G55980",2.19634424217847e-13,0.375446899756027,0.492,0.197,2.70435866539435e-09,"4","AT3G55980"
"AT1G29920",2.23419644842657e-13,0.422111614210761,0.383,0.131,2.75096608694764e-09,"4","AT1G29920"
"AT5G47930",2.50362704012705e-13,0.443533464076903,0.55,0.241,3.08271597450843e-09,"4","AT5G47930"
"AT5G16130",2.51326302049097e-13,0.288396694447676,0.25,0.061,3.09458075713053e-09,"4","AT5G16130"
"AT3G25520",3.07570510191205e-13,0.402164238131806,0.467,0.188,3.7871156919843e-09,"4","AT3G25520"
"AT1G09690",3.56494564765941e-13,0.43679616611974,0.475,0.199,4.38951757596303e-09,"4","AT1G09690"
"AT5G19510",4.01156757366357e-13,0.367590776440401,0.433,0.163,4.93944315345195e-09,"4","AT5G19510"
"AT3G55750",4.22893069652527e-13,0.382742504495264,0.383,0.135,5.20708236663157e-09,"4","AT3G55750"
"AT5G66570",5.72903613705336e-13,0.482889447698398,0.408,0.156,7.0541621955538e-09,"4","AT5G66570"
"AT2G04390",6.94143057509774e-13,0.317650758831739,0.325,0.1,8.54698346711785e-09,"4","AT2G04390"
"AT3G53870",7.56785547853336e-13,0.28662831451348,0.292,0.082,9.31830045071812e-09,"4","AT3G53870"
"AT2G273851",7.63045985156307e-13,0.462281137674461,0.708,0.394,9.39538521522961e-09,"4","AT2G27385"
"AT5G61170",7.74492454464723e-13,0.349177794357949,0.358,0.12,9.53632559182413e-09,"4","AT5G61170"
"AT3G04840",8.67667953615314e-13,0.30916963667446,0.342,0.109,1.06835955128654e-08,"4","AT3G04840"
"AT4G26230",9.20483569831408e-13,0.330016421580064,0.317,0.097,1.13339141953341e-08,"4","AT4G26230"
"AT5G23740",1.00791850934659e-12,0.333394703642328,0.433,0.164,1.24105006055846e-08,"4","AT5G23740"
"AT3G52590",1.36858422019139e-12,0.431143483558103,0.575,0.273,1.68513775032165e-08,"4","AT3G52590"
"AT1G48920",1.97432736140804e-12,0.273410501514813,0.267,0.071,2.43098928010172e-08,"4","AT1G48920"
"AT2G32690",1.99008124954635e-12,0.416929940449402,0.375,0.136,2.45038704256642e-08,"4","AT2G32690"
"AT4G21750",3.82798018261869e-12,0.304736291961774,0.375,0.13,4.71339199885839e-08,"4","AT4G21750"
"AT5G56670",4.04373885914169e-12,0.396918642088444,0.45,0.189,4.97905565726116e-08,"4","AT5G56670"
"AT4G12800",5.60539486953427e-12,0.395550778141126,0.517,0.231,6.90192270285755e-08,"4","AT4G12800"
"AT1G74960",5.62698133034375e-12,0.308197433772332,0.358,0.123,6.92850211205226e-08,"4","AT1G74960"
"AT3G11120",5.98830682530932e-12,0.292712511220903,0.258,0.071,7.37340219400337e-08,"4","AT3G11120"
"AT5G39740",6.47743473755631e-12,0.340539736804597,0.375,0.136,7.97566539235308e-08,"4","AT5G39740"
"AT5G02450",9.27775741039963e-12,0.397111571641528,0.558,0.269,1.14237026994251e-07,"4","AT5G02450"
"AT1G31330",1.07314403646275e-11,0.445724888681143,0.525,0.256,1.32136225209658e-07,"4","AT1G31330"
"AT5G07090",1.13123304098828e-11,0.280046099384742,0.275,0.081,1.39288724336887e-07,"4","AT5G07090"
"AT1G14320",1.20501268225498e-11,0.361122485970643,0.342,0.119,1.48373211566055e-07,"4","AT1G14320"
"AT3G09200",1.40671967565821e-11,0.364488338170942,0.442,0.183,1.73209393663795e-07,"4","AT3G09200"
"AT3G48930",1.41904110815834e-11,0.384500164449022,0.375,0.143,1.74726531647537e-07,"4","AT3G48930"
"AT3G22230",1.91726488051576e-11,0.29928782478695,0.342,0.118,2.36072824737906e-07,"4","AT3G22230"
"AT5G58710",1.99800910607655e-11,0.284927476338997,0.308,0.099,2.46014861231205e-07,"4","AT5G58710"
"AT2G41840",2.45396802275769e-11,0.372371034476108,0.467,0.205,3.02157082642154e-07,"4","AT2G41840"
"AT3G05590",3.49591695631798e-11,0.427185469989419,0.425,0.185,4.30452254831433e-07,"4","AT3G05590"
"AT5G58420",3.97227381761493e-11,0.325272980151286,0.392,0.151,4.89106075162927e-07,"4","AT5G58420"
"AT1G26630",4.4646944072121e-11,0.48234915558153,0.633,0.376,5.49737822360026e-07,"4","AT1G26630"
"AT4G09800",4.96846155565108e-11,0.374829133447862,0.442,0.189,6.11766671347318e-07,"4","AT4G09800"
"AT4G24570",7.28558774349977e-11,0.309513432223646,0.333,0.117,8.97074418857127e-07,"4","AT4G24570"
"AT3G58610",9.4948919897236e-11,0.31319787070997,0.358,0.133,1.16910605069467e-06,"4","AT3G58610"
"AT5G52470",1.28885986821104e-10,0.296665652834688,0.317,0.11,1.58697315572826e-06,"4","AT5G52470"
"AT1G50010",1.35499803493449e-10,0.274983771373576,0.433,0.177,1.66840908041484e-06,"4","AT1G50010"
"AT3G49010",1.38874078400211e-10,0.301163789003221,0.35,0.13,1.70995652734179e-06,"4","AT3G49010"
"AT3G18490",1.65257616073233e-10,0.404402994534248,0.558,0.293,2.03481702670972e-06,"4","AT3G18490"
"AT3G53740",2.04903846422878e-10,0.350702384185347,0.383,0.155,2.5229810610049e-06,"4","AT3G53740"
"AT3G13450",2.41612510016397e-10,0.293129456409498,0.417,0.17,2.9749748358319e-06,"4","AT3G13450"
"AT1G41880",2.48128117942723e-10,0.356683264877624,0.367,0.144,3.05520151622875e-06,"4","AT1G41880"
"AT1G43170",3.15863665418583e-10,0.408843573973172,0.55,0.289,3.88922931229901e-06,"4","AT1G43170"
"AT1G04047",3.17744672433033e-10,0.300163332102898,0.283,0.094,3.91239015166793e-06,"4","AT1G04047"
"AT4G11420",5.35202152923585e-10,0.276314346034289,0.308,0.11,6.5899441089481e-06,"4","AT4G11420"
"AT1G15270",5.49515884244356e-10,0.315584463546848,0.342,0.131,6.76618908270076e-06,"4","AT1G15270"
"AT3G60770",6.07872124285209e-10,0.326373259457703,0.333,0.127,7.48472946632378e-06,"4","AT3G60770"
"AT1G07770",7.74471002581083e-10,0.313433801594989,0.467,0.209,9.53606145478088e-06,"4","AT1G07770"
"AT1G18080",8.57079230209875e-10,0.333554954867732,0.333,0.13,1.05532165615742e-05,"4","AT1G18080"
"AT1G56220",8.63703826053845e-10,0.44887235859267,0.525,0.274,1.0634785210201e-05,"4","AT1G56220"
"AT3G04630",9.80497828698354e-10,0.407558879312542,0.492,0.253,1.20728697647628e-05,"4","AT3G04630"
"AT3G11940",1.50352915597632e-09,0.364272885835233,0.458,0.218,1.85129544975364e-05,"4","AT3G11940"
"AT5G28060",1.59029750700507e-09,0.35757018935305,0.425,0.198,1.95813332037534e-05,"4","AT5G28060"
"AT2G05220",1.74306515654824e-09,0.3085409734908,0.433,0.196,2.14623612725785e-05,"4","AT2G05220"
"AT4G35100",2.17281322455966e-09,0.306431279552276,0.383,0.157,2.67538492340031e-05,"4","AT4G35100"
"AT5G643101",2.37161376641296e-09,0.36696947212313,0.833,0.548,2.92016803058427e-05,"4","AT5G64310"
"AT3G02080",2.66001049628822e-09,0.343655042409955,0.467,0.227,3.27527092407968e-05,"4","AT3G02080"
"AT5G46430",2.85374988959314e-09,0.292351309397435,0.275,0.097,3.51382223905604e-05,"4","AT5G46430"
"AT1G09590",3.27586104939824e-09,0.288634617670157,0.275,0.098,4.03356771012406e-05,"4","AT1G09590"
"AT5G03850",3.61825205231576e-09,0.285280127291838,0.342,0.137,4.4551537520164e-05,"4","AT5G03850"
"AT2G361601",3.75370225493490e-09,0.305449262097801,0.45,0.211,4.62193358650134e-05,"4","AT2G36160"
"AT3G24830",4.25856499475054e-09,0.355588465084184,0.458,0.225,5.24357107803634e-05,"4","AT3G24830"
"AT5G65930",4.30349331738701e-09,0.315507188418097,0.325,0.131,5.29889132169863e-05,"4","AT5G65930"
"AT3G49910",4.60853531570803e-09,0.278155692858457,0.383,0.164,5.6744895342313e-05,"4","AT3G49910"
"AT4G15560",5.29014380521767e-09,0.277251465288343,0.317,0.122,6.51375406736452e-05,"4","AT4G15560"
"AT2G411001",5.95476150169671e-09,0.36723260744126,0.55,0.285,7.33209783703916e-05,"4","AT2G41100"
"AT4G11280",6.39286684947974e-09,0.30706950996593,0.375,0.158,7.8715369517644e-05,"4","AT4G11280"
"AT2G17360",7.65842061124811e-09,0.314134989964023,0.408,0.186,9.4298132986298e-05,"4","AT2G17360"
"AT5G62300",9.79172627027967e-09,0.321851272019808,0.375,0.166,0.000120565525565954,"4","AT5G62300"
"AT3G16080",1.00430867952712e-08,0.250092877283115,0.267,0.094,0.000123660527710175,"4","AT3G16080"
"AT1G134401",1.17222200667202e-08,0.407933693674388,0.783,0.51,0.000144335695681525,"4","AT1G13440"
"AT2G45070",1.29638783830353e-08,0.337532028027437,0.425,0.207,0.000159624234530314,"4","AT2G45070"
"AT3G53890",2.73477475813169e-08,0.314637583608155,0.35,0.155,0.000336732815968755,"4","AT3G53890"
"AT2G20490",3.16287689457831e-08,0.280242451210958,0.308,0.125,0.000389445032029427,"4","AT2G20490"
"AT2G40140",3.36446573885981e-08,0.339072073755494,0.467,0.245,0.000414266666425809,"4","AT2G40140"
"AT1G12845",5.05105854256945e-08,0.274288274204399,0.3,0.119,0.000621936838346576,"4","AT1G12845"
"AT3G61640",5.16051063047153e-08,0.362050612335719,0.383,0.182,0.00063541367392996,"4","AT3G61640"
"AT5G01600",5.3504788562444e-08,0.411771130599456,0.533,0.306,0.000658804461569372,"4","AT5G01600"
"AT2G01250",5.43902856303281e-08,0.274193498431485,0.292,0.118,0.00066970758696623,"4","AT2G01250"
"AT1G554501",5.87992029873331e-08,0.340827107589018,0.358,0.16,0.000723994586383033,"4","AT1G55450"
"AT1G18540",6.51389587031262e-08,0.262905403728742,0.258,0.098,0.000802055998511593,"4","AT1G18540"
"AT3G09630",7.65444043041807e-08,0.299635420268908,0.367,0.17,0.000942491250197377,"4","AT3G09630"
"AT1G07930",8.74819198029264e-08,0.253493638624188,0.283,0.114,0.00107716487853343,"4","AT1G07930"
"AT4G139401",1.61846302710744e-07,0.267307510954347,0.625,0.369,0.00199281352527739,"4","AT4G13940"
"AT1G15930",2.4551216450016e-07,0.30298027274198,0.442,0.231,0.00302299128149048,"4","AT1G15930"
"AT5G62470",2.53718645449721e-07,0.256046151721226,0.292,0.121,0.00312403768142241,"4","AT5G62470"
"AT5G42020",2.88108953612424e-07,0.260152133963225,0.367,0.173,0.00354748554582977,"4","AT5G42020"
"AT1G19770",3.07031542877706e-07,0.344641526682383,0.408,0.21,0.0037804793874532,"4","AT1G19770"
"AT2G01820",3.69211772582187e-07,0.294834434005087,0.35,0.167,0.00454610455580447,"4","AT2G01820"
"AT1G27950",4.74459343810791e-07,0.268857948276367,0.483,0.259,0.00584201790034226,"4","AT1G27950"
"AT4G34150",4.96416777310663e-07,0.345118190062917,0.442,0.247,0.00611237977902619,"4","AT4G34150"
"AT5G47210",5.05364334999032e-07,0.309010545015369,0.342,0.163,0.00622255105684308,"4","AT5G47210"
"AT1G09210",5.49117141602448e-07,0.329987528673822,0.267,0.112,0.00676127936455095,"4","AT1G09210"
"AT3G166401",5.67279001974515e-07,0.342119565465578,0.817,0.661,0.00698490635131221,"4","AT3G16640"
"AT1G08380",6.33497831681828e-07,0.27599435156899,0.25,0.099,0.00780025880149835,"4","AT1G08380"
"AT3G47470",1.076717683652e-06,0.33548160014069,0.375,0.191,0.0132576248388071,"4","AT3G47470"
"AT1G56340",1.11952960851556e-06,0.256147549514224,0.3,0.135,0.0137847680696521,"4","AT1G56340"
"AT4G34620",1.44325851037906e-06,0.266276823322477,0.333,0.162,0.0177708420382973,"4","AT4G34620"
"AT1G52910",1.46644878415827e-06,0.269935186053488,0.367,0.185,0.0180563838793408,"4","AT1G52910"
"AT3G54890",3.66553487771754e-06,0.428496979650175,0.567,0.396,0.0451337309493361,"4","AT3G54890"
"AT2G01008",6.50038974389372e-06,0.334907868725267,0.567,0.374,0.0800392989165634,"4","AT2G01008"
"AT4G37300",1.14987725154456e-05,0.25321891805954,0.392,0.219,0.141584385982682,"4","AT4G37300"
"AT1G15690",3.71642172919744e-05,0.310884561401868,0.467,0.307,0.457603007516081,"4","AT1G15690"
"AT1G61520",4.71418498463814e-05,0.252329705490552,0.3,0.159,0.580457597158494,"4","AT1G61520"
"AT3G61470",0.000158627400882137,0.261667570069888,0.333,0.191,1,"4","AT3G61470"
"AT4G10340",0.00099589722045935,0.268774456564148,0.383,0.245,1,"4","AT4G10340"
"AT5G10400",4.23360340168467e-120,1.09702260181136,0.671,0.018,5.21283586849433e-116,"5","AT5G10400"
"AT5G59870",1.13328668238606e-104,0.796867282990435,0.468,0.004,1.39541589202195e-100,"5","AT5G59870"
"AT3G53650",1.62403066049036e-103,1.60971181244551,0.722,0.038,1.99966895226178e-99,"5","AT3G53650"
"AT5G59690",1.31358477621286e-101,1.53312651895826,0.899,0.08,1.61741693495089e-97,"5","AT5G59690"
"AT5G65360",4.81566562745117e-73,0.690434940044968,0.405,0.01,5.92952908708063e-69,"5","AT5G65360"
"AT1G06760",8.51724406951593e-73,0.615232322782632,0.443,0.015,1.0487282622795e-68,"5","AT1G06760"
"AT3G27360",4.43422949046742e-68,0.542401675632202,0.367,0.008,5.45986677161254e-64,"5","AT3G27360"
"AT1G07820",5.409067814279e-68,0.740884405260762,0.519,0.03,6.66018519972174e-64,"5","AT1G07820"
"AT5G22880",1.55957785117865e-54,0.625630169887957,0.316,0.009,1.92030820815627e-50,"5","AT5G22880"
"AT1G08880",2.86240287219548e-54,0.616590684561506,0.405,0.022,3.5244766565343e-50,"5","AT1G08880"
"AT3G53730",5.23944923077913e-46,0.682562377853196,0.43,0.035,6.45133383785835e-42,"5","AT3G53730"
"AT1G07790",9.92051465101326e-43,0.559786081146401,0.342,0.021,1.22151296897926e-38,"5","AT1G07790"
"AT3G45980",1.82366400486342e-37,0.612738359065899,0.342,0.026,2.24547748918833e-33,"5","AT3G45980"
"AT3G18035",1.13673462601722e-35,0.596605575782661,0.443,0.054,1.399661345015e-31,"5","AT3G18035"
"AT1G09200",1.59681271141265e-33,0.460672880157136,0.278,0.018,1.9661554915624e-29,"5","AT1G09200"
"AT5G10980",4.57556905789878e-32,1.01679789843968,0.696,0.174,5.63389818099076e-28,"5","AT5G10980"
"AT3G54560",7.3032966259199e-30,0.347609649566041,0.278,0.022,8.99254913549518e-26,"5","AT3G54560"
"AT2G30620",1.41152021725423e-29,0.366696731948122,0.253,0.017,1.73800484350514e-25,"5","AT2G30620"
"AT3G46030",2.51690935223334e-27,0.410867036774671,0.291,0.028,3.09907048540491e-23,"5","AT3G46030"
"AT1G51060",1.73157848768038e-25,0.52996513274017,0.354,0.049,2.13209259188086e-21,"5","AT1G51060"
"AT3G09480",2.53657861847224e-25,0.436382358826948,0.316,0.038,3.12328925292487e-21,"5","AT3G09480"
"AT4G40040",1.00002028977976e-24,0.751991380075823,0.658,0.199,1.23132498280582e-20,"5","AT4G40040"
"AT3G17160",2.568243482034e-24,0.302398238453749,0.266,0.026,3.16227819942846e-20,"5","AT3G17160"
"AT5G59910",1.85356778964182e-21,0.560859914497719,0.392,0.073,2.28229801938597e-17,"5","AT5G59910"
"AT1G57820",9.74043195103082e-21,0.36704620305234,0.316,0.047,1.19933938613043e-16,"5","AT1G57820"
"AT4G26630",6.19544412048475e-20,0.463790164503358,0.392,0.078,7.62845034555288e-16,"5","AT4G26630"
"AT1G20696",8.15798911314514e-17,0.354944820741435,0.253,0.038,1.00449319950156e-12,"5","AT1G20696"
"AT3G616401",4.56501918549251e-16,0.495851775392302,0.557,0.177,5.62090812309693e-12,"5","AT3G61640"
"AT2G322101",2.05002710323823e-15,0.854394315668766,0.911,0.637,2.52419837221723e-11,"5","AT2G32210"
"AT2G37470",2.14639958625553e-15,0.321013916621096,0.278,0.05,2.64286181055644e-11,"5","AT2G37470"
"AT3G537401",2.64257275065284e-13,0.432794875709424,0.481,0.156,3.25379982787884e-09,"5","AT3G53740"
"AT3G563402",2.88012225139094e-12,0.447530778444774,0.671,0.29,3.54629452813766e-08,"5","AT3G56340"
"AT3G560202",3.10355010489383e-12,0.555333016356097,0.759,0.376,3.82140124415577e-08,"5","AT3G56020"
"AT3G602451",7.33058114684016e-12,0.575256762239511,0.633,0.279,9.02614456610429e-08,"5","AT3G60245"
"AT5G575601",2.50732628708595e-11,0.663006801505171,0.544,0.222,3.08727085728893e-07,"5","AT5G57560"
"AT5G202902",3.07951446820762e-11,0.510916149221669,0.835,0.444,3.79180616470404e-07,"5","AT5G20290"
"AT1G560452",4.82256357865392e-11,0.483463797501262,0.709,0.34,5.93802253439658e-07,"5","AT1G56045"
"AT5G643102",5.32290753864508e-11,0.620807563204315,0.873,0.556,6.55409605233369e-07,"5","AT5G64310"
"AT2G428401",8.31059396647634e-11,0.541921629292872,0.532,0.215,1.02328343509223e-06,"5","AT2G42840"
"AT2G402051",8.40117084655219e-11,0.515611943497044,0.62,0.285,1.03443616633597e-06,"5","AT2G40205"
"AT1G04480",1.78904861971192e-10,0.258442318415131,0.278,0.07,2.20285556545128e-06,"5","AT1G04480"
