"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"AT1G011001",1.86072908569255e-10,0.382582258797308,0.57,0.24,2.29111572321324e-06,"5","AT1G01100"
"AT3G54650",1.90539629130185e-10,0.28353516885659,0.253,0.06,2.34611445347996e-06,"5","AT3G54650"
"AT5G11650",3.19624815027654e-10,0.401384418552624,0.456,0.17,3.9355403474355e-06,"5","AT5G11650"
"AT3G18740",3.9130174223682e-10,0.26387397182787,0.253,0.062,4.81809835216197e-06,"5","AT3G18740"
"AT5G280601",4.29848083199289e-10,0.358089495468974,0.506,0.201,5.29271944843285e-06,"5","AT5G28060"
"AT1G01720",4.38948400121652e-10,0.614184322920498,0.823,0.581,5.4047716506979e-06,"5","AT1G01720"
"AT2G321901",7.32684815250657e-10,0.744620567058823,0.772,0.455,9.02154813018134e-06,"5","AT2G32190"
"AT5G237401",1.10624196467597e-09,0.386931748665417,0.443,0.173,1.36211573110552e-05,"5","AT5G23740"
"AT2G464001",1.15048797378115e-09,0.281586833282609,0.266,0.069,1.41659584211673e-05,"5","AT2G46400"
"AT1G159301",1.40916762276933e-09,0.433876804507418,0.532,0.233,1.73510809391588e-05,"5","AT1G15930"
"AT2G434601",2.27742379314707e-09,0.395995776231279,0.456,0.184,2.80419191650198e-05,"5","AT2G43460"
"AT4G00360",2.36095634046487e-09,0.36884711994632,0.367,0.128,2.9070455420144e-05,"5","AT4G00360"
"AT1G706001",2.63097076857735e-09,0.345699820811191,0.443,0.171,3.23951430734929e-05,"5","AT1G70600"
"AT1G071351",7.94827702090827e-09,0.40684940241878,0.494,0.21,9.78671349584435e-05,"5","AT1G07135"
"AT2G344801",8.78901020702263e-09,0.403557654484328,0.443,0.182,0.00010821908267907,"5","AT2G34480"
"AT5G62700",1.04110690790907e-08,0.389048195609156,0.544,0.254,0.000128191493570844,"5","AT5G62700"
"AT1G237101",1.05933360856491e-08,0.540619851590391,0.696,0.424,0.000130435747222598,"5","AT1G23710"
"AT4G290201",1.42158506291064e-08,0.613995782160302,0.57,0.284,0.000175039768796187,"5","AT4G29020"
"AT1G027801",1.57465087489631e-08,0.421562718753596,0.582,0.293,0.000193886762225983,"5","AT1G02780"
"AT5G624701",1.69666002754976e-08,0.270114026758311,0.354,0.123,0.000208909749192202,"5","AT5G62470"
"AT4G392002",2.05863861260315e-08,0.459524481369405,0.823,0.504,0.000253480172369825,"5","AT4G39200"
"AT1G096901",3.10970063266164e-08,0.345183949231987,0.481,0.209,0.000382897438899628,"5","AT1G09690"
"AT4G346702",3.15940117466565e-08,0.400000004153565,0.57,0.28,0.000389017066636582,"5","AT4G34670"
"AT4G245701",4.51248474418651e-08,0.353024311523717,0.342,0.124,0.000555622246551685,"5","AT4G24570"
"AT3G557501",5.20420795431401e-08,0.27238566938731,0.38,0.144,0.000640794125414684,"5","AT3G55750"
"AT2G182801",5.94986908195051e-08,0.337025672295934,0.405,0.166,0.000732607380060566,"5","AT2G18280"
"AT1G696201",6.27116990852803e-08,0.398574899914749,0.557,0.277,0.000772169150837056,"5","AT1G69620"
"AT5G054101",9.0782394991714e-08,0.568428008046702,0.772,0.513,0.00111780362953297,"5","AT5G05410"
"AT1G22780",9.14949334637782e-08,0.307229488057802,0.367,0.142,0.0011265771157395,"5","AT1G22780"
"AT2G371901",1.13837979922152e-07,0.374712443269639,0.367,0.15,0.00140168704678146,"5","AT2G37190"
"AT2G197301",1.30687962271201e-07,0.313461133687607,0.519,0.239,0.0016091608794453,"5","AT2G19730"
"AT1G23290",1.59972481328827e-07,0.289053286700126,0.342,0.13,0.00196974116260185,"5","AT1G23290"
"AT3G20670",1.86181470704681e-07,0.290165614928889,0.278,0.093,0.00229245244878674,"5","AT3G20670"
"AT1G187401",1.9229670498865e-07,0.384860398645722,0.544,0.266,0.00236774932852525,"5","AT1G18740"
"AT2G204901",2.29521932666472e-07,0.283745531551857,0.342,0.13,0.00282610355692227,"5","AT2G20490"
"AT3G020801",2.41362753418284e-07,0.384988019950674,0.481,0.234,0.00297189958283933,"5","AT3G02080"
"AT5G549401",2.70371281330042e-07,0.565361137011828,0.848,0.63,0.00332908158701681,"5","AT5G54940"
"AT4G270902",2.89524252207017e-07,0.403875889738849,0.696,0.431,0.003564912117425,"5","AT4G27090"
"AT4G293901",3.06042855668677e-07,0.25287810260995,0.38,0.151,0.00376830568184843,"5","AT4G29390"
"AT2G277201",3.11872647717636e-07,0.370419866272745,0.544,0.277,0.00384008791134725,"5","AT2G27720"
"AT4G25620",3.71534124177288e-07,0.514986685974691,0.494,0.272,0.00457469967099495,"5","AT4G25620"
"AT5G63320",4.9811193343205e-07,0.327434789391073,0.456,0.218,0.00613325223634884,"5","AT5G63320"
"AT3G222301",5.40718888653968e-07,0.253788294229128,0.329,0.127,0.00665787167599631,"5","AT3G22230"
"AT1G418801",5.84694044085747e-07,0.289519446955658,0.367,0.152,0.0071993377648278,"5","AT1G41880"
"AT5G183801",5.98433201421517e-07,0.36823512776751,0.506,0.255,0.00736850800910313,"5","AT5G18380"
"AT3G56880",6.28416819534089e-07,0.31620403797878,0.405,0.178,0.00773769629892324,"5","AT3G56880"
"AT4G319851",8.07821394622909e-07,0.359314278066875,0.494,0.24,0.00994670483199187,"5","AT4G31985"
"AT4G32060",8.84640886556992e-07,0.295887487495888,0.354,0.147,0.0108925832361762,"5","AT4G32060"
"AT5G477001",1.17680175601303e-06,0.251724100382664,0.405,0.176,0.0144899600217885,"5","AT5G47700"
"AT3G092001",1.57338516371629e-06,0.308824507613182,0.418,0.194,0.0193730915208386,"5","AT3G09200"
"AT1G077701",1.70456686643539e-06,0.361709434395165,0.443,0.221,0.020988331826419,"5","AT1G07770"
"AT1G09640",1.88932838004353e-06,0.279039942504687,0.367,0.16,0.023263300343476,"5","AT1G09640"
"AT1G523001",2.19611122439507e-06,0.366762608648881,0.494,0.267,0.0270407175059765,"5","AT1G52300"
"AT1G21010",2.22060188818977e-06,0.258654911383247,0.329,0.134,0.0273422710492806,"5","AT1G21010"
"AT3G20770",2.30965057654575e-06,0.276499251286158,0.443,0.212,0.0284387275490078,"5","AT3G20770"
"AT3G489301",2.71792804304149e-06,0.270689378726411,0.354,0.153,0.0334658479939699,"5","AT3G48930"
"AT1G779401",5.88659224689324e-06,0.334819716146127,0.418,0.203,0.0724816103359965,"5","AT1G77940"
"AT4G189701",7.75120428849561e-06,0.307297037866588,0.367,0.169,0.0954405784042465,"5","AT4G18970"
"AT3G611101",7.97236748472826e-06,0.288587881737651,0.544,0.305,0.0981637608394591,"5","AT3G61110"
"AT5G278501",8.19021492458135e-06,0.268699454216596,0.506,0.265,0.10084611636637,"5","AT5G27850"
"AT1G180801",1.02975989029599e-05,0.279190847292424,0.316,0.139,0.126794335292146,"5","AT1G18080"
"AT3G10985",1.08137496721254e-05,0.306226971032963,0.266,0.107,0.13314969971288,"5","AT3G10985"
"AT5G623001",1.44698087728269e-05,0.265197575212924,0.367,0.174,0.178166755419817,"5","AT5G62300"
"AT1G790401",1.45011152145441e-05,0.368596728130551,0.671,0.43,0.178552231636681,"5","AT1G79040"
"AT4G373001",1.66413113350307e-05,0.280129074612717,0.43,0.223,0.204904466468233,"5","AT4G37300"
"AT5G440201",1.68534947659521e-05,0.33096739065052,0.494,0.276,0.207517081053168,"5","AT5G44020"
"AT1G723701",1.73196871095789e-05,0.261152615855174,0.418,0.206,0.213257307380245,"5","AT1G72370"
"AT2G418401",1.78881687356364e-05,0.261756253956403,0.43,0.217,0.220257021641891,"5","AT2G41840"
"AT5G598201",2.10086015621527e-05,0.438079899687811,0.696,0.473,0.258678911034786,"5","AT5G59820"
"AT3G525901",2.11028279567266e-05,0.331950583531509,0.506,0.289,0.259839120631175,"5","AT3G52590"
"AT3G055901",2.31029923102398e-05,0.289257138765683,0.392,0.196,0.284467144315983,"5","AT3G05590"
"AT1G80080",2.4904420304104e-05,0.268634257238022,0.456,0.239,0.306648127204432,"5","AT1G80080"
"AT3G548901",2.84000809198555e-05,0.257521748301498,0.633,0.398,0.349690196366181,"5","AT3G54890"
"AT3G095001",2.87400925918941e-05,0.293874166147211,0.392,0.199,0.353876760083991,"5","AT3G09500"
"AT3G57870",3.08428607097556e-05,0.348384443727929,0.494,0.287,0.379768143919221,"5","AT3G57870"
"AT5G152002",3.10166754765656e-05,0.338186567244525,0.608,0.386,0.381908325142952,"5","AT5G15200"
"AT5G567101",4.24903088614473e-05,0.308824507613182,0.418,0.222,0.523183173011,"5","AT5G56710"
"AT3G628701",4.54340235264938e-05,0.294859135580425,0.418,0.225,0.559429131681718,"5","AT3G62870"
"AT5G025001",4.68807162062472e-05,0.44192176135551,0.722,0.556,0.577242258647522,"5","AT5G02500"
"AT4G338651",5.57674070755797e-05,0.2579962206469,0.443,0.236,0.686664083321613,"5","AT4G33865"
"AT1G68440",5.89156462076974e-05,0.326291444764741,0.506,0.315,0.725428351755378,"5","AT1G68440"
"AT1G266301",6.03088828195978e-05,0.29980112696771,0.608,0.388,0.742583274157707,"5","AT1G26630"
"AT3G19240",6.44485149152712e-05,0.53530802558873,0.658,0.454,0.793554564151734,"5","AT3G19240"
"AT4G001001",7.01111469544476e-05,0.268600030003684,0.405,0.214,0.863278552450113,"5","AT4G00100"
"AT1G10360",9.83081966127715e-05,0.279519980380031,0.304,0.143,1,"5","AT1G10360"
"AT2G21130",0.000111469458185805,0.257032934244827,0.481,0.276,1,"5","AT2G21130"
"AT5G49460",0.000153268704862144,0.297825508663925,0.367,0.202,1,"5","AT5G49460"
"AT1G090701",0.000155783363233414,0.382496419493881,0.924,0.829,1,"5","AT1G09070"
"AT3G044001",0.000218686022754854,0.280523738830986,0.456,0.268,1,"5","AT3G04400"
"AT5G06320",0.000231622939373726,0.434016821609856,0.785,0.609,1,"5","AT5G06320"
"AT4G376101",0.00033360960408105,0.394044640430375,0.557,0.373,1,"5","AT4G37610"
"ATCG00820",0.000379579229579908,0.257987652887365,0.38,0.212,1,"5","ATCG00820"
"AT5G65630",0.000415098752087411,0.250277245513106,0.392,0.224,1,"5","AT5G65630"
"AT3G073901",0.000429718142195834,0.256005332969298,0.506,0.312,1,"5","AT3G07390"
"AT4G24960",0.000434048534429232,0.263736618084644,0.329,0.171,1,"5","AT4G24960"
"AT1G204502",0.000591035362963277,0.327068481699714,0.392,0.234,1,"5","AT1G20450"
"AT3G16050",0.000630202875204017,0.327551715682087,0.481,0.309,1,"5","AT3G16050"
"AT5G63790",0.000901706053828267,0.276975641573842,0.684,0.554,1,"5","AT5G63790"
"AT1G540502",0.000990882452335958,0.386490295364849,0.81,0.682,1,"5","AT1G54050"
"AT3G067001",0.00110556189356795,0.26644303264127,0.329,0.191,1,"5","AT3G06700"
"AT2G261501",0.00132545786430144,0.460288174975713,0.582,0.436,1,"5","AT2G26150"
"AT5G016001",0.00167243535288429,0.314920158708422,0.481,0.318,1,"5","AT5G01600"
"AT3G257801",0.00167877228273177,0.339721844684916,0.354,0.211,1,"5","AT3G25780"
"AT1G71000",0.00168610742158279,0.486467422216331,0.392,0.252,1,"5","AT1G71000"
"AT5G603902",0.00199453494533207,0.256350870934312,0.532,0.381,1,"5","AT5G60390"
"AT5G21940",0.00238387312355505,0.331681715907569,0.595,0.439,1,"5","AT5G21940"
"AT5G64400",0.00279185110780523,0.282522636300703,0.658,0.495,1,"5","AT5G64400"
"AT1G761801",0.00625540279305229,0.263118250791938,0.506,0.373,1,"5","AT1G76180"
"AT2G294502",0.0070954397516404,0.400294796084104,0.785,0.768,1,"5","AT2G29450"
"AT4G318001",0.00987948032058684,0.282498681016044,0.342,0.23,1,"5","AT4G31800"
"AT4G02940",5.80143714769573e-109,1.5184116896703,0.826,0.047,7.14330955995776e-105,"6","AT4G02940"
"AT2G24520",5.32645576656251e-102,0.890552706264066,0.594,0.016,6.55846498536842e-98,"6","AT2G24520"
"AT2G36780",4.36076313669987e-77,0.932480178474413,0.42,0.009,5.36940765021855e-73,"6","AT2G36780"
"AT5G26340",1.93562917406459e-73,0.875231906980311,0.493,0.019,2.38334020202573e-69,"6","AT5G26340"
"AT1G64660",1.98403233613828e-64,0.681971814537748,0.377,0.01,2.44293901548706e-60,"6","AT1G64660"
"AT1G05560",2.03508246914206e-64,0.837824935313198,0.391,0.012,2.50579704425462e-60,"6","AT1G05560"
"AT4G24040",6.73519866207729e-55,0.527526330507755,0.29,0.005,8.29305011261576e-51,"6","AT4G24040"
"AT5G38200",9.81860946828532e-55,0.535409225725018,0.333,0.01,1.20896538382997e-50,"6","AT5G38200"
"AT4G379901",8.86392166600902e-54,1.33468726371998,0.739,0.097,1.09141467473569e-49,"6","AT4G37990"
"AT2G47000",3.24516372679212e-53,0.477110585160351,0.319,0.009,3.99577009679914e-49,"6","AT2G47000"
"AT1G76520",5.26356880578264e-53,0.490616584728556,0.333,0.011,6.48103227056016e-49,"6","AT1G76520"
"AT1G17170",7.56744479991157e-52,1.1126510137979,0.565,0.054,9.31779478213112e-48,"6","AT1G17170"
"AT2G45570",2.35671447146825e-48,0.477110585160351,0.304,0.01,2.90182252871886e-44,"6","AT2G45570"
"AT4G34131",1.1955047102287e-46,1.32228685661252,0.725,0.12,1.4720249497046e-42,"6","AT4G34131"
"AT3G26740",1.57483007176208e-46,0.759671414716004,0.478,0.041,1.93908826736065e-42,"6","AT3G26740"
"AT1G05680",7.60994315288364e-46,1.11022018754313,0.449,0.035,9.37012300414562e-42,"6","AT1G05680"
"AT3G287401",2.15953194207551e-45,1.01165635305954,0.594,0.07,2.65903168027758e-41,"6","AT3G28740"
"AT4G182801",4.15273552645914e-44,1.39423204830421,0.87,0.178,5.11326325372914e-40,"6","AT4G18280"
"AT5G169701",1.83311445438796e-43,1.26675581175827,0.638,0.092,2.25711382768789e-39,"6","AT5G16970"
"AT3G53720",1.85926022801939e-43,0.651094933986128,0.362,0.022,2.28930711876027e-39,"6","AT3G53720"
"AT1G075901",8.21028701878128e-43,2.28692698976939,1,0.478,1.01093264062254e-38,"6","AT1G07590"
"AT3G49780",9.37856732140584e-43,1.21821135071007,0.594,0.078,1.1547829942847e-38,"6","AT3G49780"
"AT5G260001",3.05007443395457e-42,1.78973319266799,0.783,0.137,3.75555665052827e-38,"6","AT5G26000"
"AT5G390501",2.79226493631807e-39,0.937407202517826,0.594,0.09,3.43811581608844e-35,"6","AT5G39050"
"AT1G04800",1.07018970068947e-37,0.699140023276737,0.333,0.022,1.31772457845895e-33,"6","AT1G04800"
"AT5G13750",1.42678945911772e-37,0.436757535683086,0.304,0.017,1.75680586101165e-33,"6","AT5G13750"
"AT5G074401",4.12579020746477e-37,1.34326651641281,0.812,0.2,5.08008548245137e-33,"6","AT5G07440"
"AT2G29940",4.46425468596105e-37,0.630863997160531,0.391,0.034,5.49683679482384e-33,"6","AT2G29940"
"AT3G19920",6.80100317968148e-37,0.717796291586275,0.551,0.074,8.37407521514181e-33,"6","AT3G19920"
"AT3G06420",3.14540939603081e-36,0.864419982515911,0.652,0.12,3.87294258933273e-32,"6","AT3G06420"
"AT4G37870",7.95764969278752e-36,0.695062257942347,0.522,0.071,9.79825406672928e-32,"6","AT4G37870"
"AT5G22140",7.27448248443509e-34,0.612840472788124,0.29,0.018,8.95707028308492e-30,"6","AT5G22140"
"AT1G55920",2.44843224437692e-33,1.1405133268045,0.667,0.131,3.0147546225013e-29,"6","AT1G55920"
"AT1G63180",3.62416089141828e-32,1.09212479427164,0.783,0.215,4.46242930560333e-28,"6","AT1G63180"
"AT5G676001",5.05983007819743e-32,0.894227089837459,0.609,0.11,6.2301687752845e-28,"6","AT5G67600"
"AT1G224001",5.6056630509519e-32,0.805073980806366,0.522,0.079,6.90225291463708e-28,"6","AT1G22400"
"AT3G058801",6.36529450086985e-32,0.915695988474261,0.667,0.146,7.83758711892105e-28,"6","AT3G05880"
"AT1G17860",2.43624124675602e-31,0.452414130896058,0.362,0.035,2.99974384713069e-27,"6","AT1G17860"
"AT3G50970",4.07101496372028e-31,1.00382203605459,0.42,0.052,5.01264072482878e-27,"6","AT3G50970"
"AT1G60730",2.04096690301639e-29,0.623117831035361,0.42,0.054,2.51304254768408e-25,"6","AT1G60730"
"AT1G75280",8.3511462480456e-29,0.567905050750195,0.362,0.04,1.02827663752186e-24,"6","AT1G75280"
"AT5G481801",3.11551855719591e-27,1.10749778562437,0.739,0.212,3.83613799947533e-23,"6","AT5G48180"
"AT3G20300",1.06496211907247e-26,0.319935774791285,0.261,0.02,1.31128785721394e-22,"6","AT3G20300"
"AT5G64250",1.79179859646485e-25,0.653577888406577,0.406,0.061,2.20624161182718e-21,"6","AT5G64250"
"AT4G018701",1.78491428578403e-24,1.26738485402887,0.768,0.283,2.19776496008588e-20,"6","AT4G01870"
"AT4G08555",4.69658641189498e-24,0.644442013089623,0.333,0.042,5.78290684896629e-20,"6","AT4G08555"
"AT2G33150",2.83022446535341e-23,0.785915522289614,0.638,0.179,3.48485538418966e-19,"6","AT2G33150"
"AT2G30520",1.13237758097196e-22,0.5147329072922,0.391,0.062,1.39429651545077e-18,"6","AT2G30520"
"AT4G373701",1.17583238347799e-22,1.08886694680696,0.855,0.315,1.44780241377645e-18,"6","AT4G37370"
"AT1G665801",1.30449269557434e-22,1.15055648392812,1,0.743,1.60622185606069e-18,"6","AT1G66580"
"AT3G489901",1.90938536548969e-22,0.870160917432889,0.768,0.261,2.35102620052746e-18,"6","AT3G48990"
"AT2G47710",2.31164911921529e-22,0.584467803309873,0.507,0.108,2.84633356048979e-18,"6","AT2G47710"
"AT4G34135",1.42930630694848e-21,0.843826769619426,0.275,0.032,1.75990485574566e-17,"6","AT4G34135"
"AT1G766802",1.98412080944271e-21,1.28902012766414,0.971,0.798,2.4430479526668e-17,"6","AT1G76680"
"AT3G093901",8.24149107506816e-21,1.12658158155278,0.841,0.368,1.01477479607314e-16,"6","AT3G09390"
"AT5G25930",9.35289077921651e-21,0.369342515919087,0.304,0.04,1.15162144164493e-16,"6","AT5G25930"
"AT1G72680",1.90112398406034e-20,0.319734956208457,0.275,0.033,2.34085396157349e-16,"6","AT1G72680"
"AT4G33150",1.14250029504336e-19,0.51670738345805,0.42,0.084,1.40676061328689e-15,"6","AT4G33150"
"AT1G783802",1.75227213414873e-19,1.14573615555514,0.899,0.494,2.15757267877733e-15,"6","AT1G78380"
"AT4G35750",4.75056982297312e-19,0.5128570191465,0.406,0.08,5.8493766230268e-15,"6","AT4G35750"
"AT4G30960",8.26660599870137e-19,0.385114748586989,0.319,0.049,1.0178671966201e-14,"6","AT4G30960"
"AT1G51760",1.21033556356684e-18,0.407966159338042,0.391,0.074,1.49028617941985e-14,"6","AT1G51760"
"AT4G39090",2.69203020535352e-18,0.782781306187912,0.696,0.265,3.31469679185179e-14,"6","AT4G39090"
"AT3G22890",7.41435045567581e-18,0.718297410368953,0.565,0.17,9.12928971607363e-14,"6","AT3G22890"
"AT1G471281",1.74777899131803e-17,0.684870915532609,0.623,0.203,2.15204027200989e-13,"6","AT1G47128"
"AT2G21140",1.88882746385559e-17,0.4372109791139,0.319,0.053,2.32571325624539e-13,"6","AT2G21140"
"AT5G24570",2.49362513056611e-17,0.372794476951122,0.319,0.053,3.07040062326605e-13,"6","AT5G24570"
"AT5G484851",3.25874151615731e-16,0.559235190235093,0.435,0.108,4.0124884288445e-12,"6","AT5G48485"
"AT5G17380",1.45425545148838e-15,0.401947397830513,0.362,0.076,1.79062473741764e-11,"6","AT5G17380"
"AT5G51830",1.58308486392231e-15,0.475503098201008,0.406,0.096,1.94925239294754e-11,"6","AT5G51830"
"AT5G078701",1.89039685855113e-15,0.577206998619435,0.42,0.104,2.327645651934e-11,"6","AT5G07870"
"AT2G21620",2.59836718601567e-15,0.347013170142321,0.304,0.055,3.1993695161411e-11,"6","AT2G21620"
"AT1G09970",2.7421071473617e-15,0.551327147967351,0.406,0.099,3.37635653054646e-11,"6","AT1G09970"
"AT4G116001",7.76299473942634e-15,0.877276363038296,0.826,0.435,9.55857542265565e-11,"6","AT4G11600"
"AT5G14780",7.85002191540883e-15,0.383877976080138,0.275,0.047,9.66573198444289e-11,"6","AT5G14780"
"AT2G294201",3.31707746709401e-14,0.803607009047553,0.754,0.386,4.08431748523286e-10,"6","AT2G29420"
"AT1G252752",6.25987682707514e-14,0.821556864204253,0.928,0.605,7.70778633717762e-10,"6","AT1G25275"
"AT4G13250",1.07008529987835e-13,0.360578527241482,0.319,0.067,1.31759602974021e-09,"6","AT4G13250"
"AT4G31860",1.24604793681873e-13,0.278407450620617,0.261,0.045,1.5342588246049e-09,"6","AT4G31860"
"AT1G54100",1.43657572543111e-13,0.458675980995437,0.42,0.115,1.76885569072332e-09,"6","AT1G54100"
"AT3G19930",9.36812587091637e-13,0.422514467907198,0.29,0.061,1.15349733848593e-08,"6","AT3G19930"
"AT2G435201",1.98633885100234e-12,0.659908825717814,0.449,0.142,2.44577902723918e-08,"6","AT2G43520"
"AT4G02770",2.20717392672429e-12,0.344095845492269,0.304,0.068,2.71769325597561e-08,"6","AT4G02770"
"AT4G01070",5.34073890463264e-12,0.328665804922663,0.275,0.057,6.57605181327417e-08,"6","AT4G01070"
"AT1G304001",5.55772893910539e-12,0.536352949395954,0.406,0.123,6.84323164272047e-08,"6","AT1G30400"
"AT2G39350",7.1402353684884e-12,0.451963077260717,0.478,0.153,8.79177180921977e-08,"6","AT2G39350"
"AT4G16760",1.12532480070958e-11,0.423440350545145,0.391,0.115,1.3856124271137e-07,"6","AT4G16760"
"AT4G17940",1.32639568035601e-11,0.355152787001618,0.319,0.078,1.63319100122235e-07,"6","AT4G17940"
"AT4G360401",3.80262861760556e-11,0.628486907443747,0.739,0.373,4.68217661685773e-07,"6","AT4G36040"
"AT2G19450",4.46707591818186e-11,0.340833115684551,0.348,0.095,5.50031057805733e-07,"6","AT2G19450"
"AT3G47800",4.48564786583016e-11,0.388793850063197,0.333,0.09,5.52317821719667e-07,"6","AT3G47800"
"AT5G02380",4.57251978056154e-11,0.415338552048181,0.391,0.118,5.63014360580542e-07,"6","AT5G02380"
"AT1G62300",5.10985104644783e-11,0.461237981283065,0.449,0.151,6.29175959349121e-07,"6","AT1G62300"
"AT3G04730",7.54679425713914e-11,0.419962578573628,0.362,0.105,9.29236776881542e-07,"6","AT3G04730"
"AT2G154801",9.49732224105921e-11,0.460846402136484,0.42,0.137,1.16940528754162e-06,"6","AT2G15480"
"AT3G57020",1.52118231071547e-10,0.406760396592646,0.29,0.071,1.87303177918396e-06,"6","AT3G57020"
"AT5G618202",2.61949698363818e-10,0.569049302500391,0.522,0.212,3.22538663595369e-06,"6","AT5G61820"
"AT4G18950",3.25995634137024e-10,0.613076231349105,0.739,0.44,4.01398424312918e-06,"6","AT4G18950"
"AT5G15970",3.72163673635791e-10,0.958687257061636,0.435,0.159,4.5824513134775e-06,"6","AT5G15970"
"AT5G65110",5.81662626090048e-10,0.398152537109585,0.29,0.077,7.16201191504677e-06,"6","AT5G65110"
"AT2G477302",1.8255559497522e-09,0.58737357614021,1,0.964,2.24780704092989e-05,"6","AT2G47730"
"AT3G02740",2.14923545437448e-09,0.256249582696678,0.261,0.064,2.6463536149713e-05,"6","AT3G02740"
"AT2G245001",3.03309913946414e-09,0.29978687487024,0.29,0.079,3.7346549704222e-05,"6","AT2G24500"
"AT5G51070",3.05404127563686e-09,0.276506611922099,0.275,0.071,3.76044102269166e-05,"6","AT5G51070"
"AT4G208301",4.47152431723785e-09,0.551530964252163,0.478,0.196,5.50578789181496e-05,"6","AT4G20830"
"AT4G25690",5.72704201685525e-09,0.262903969140889,0.333,0.1,7.05170683535387e-05,"6","AT4G25690"
"AT2G02800",7.34151029392901e-09,0.301003793883111,0.348,0.111,9.03960162491479e-05,"6","AT2G02800"
"AT5G032401",9.79255165178950e-09,0.612895585866058,0.754,0.423,0.000120575688488484,"6","AT5G03240"
"AT2G478901",1.16237478189014e-08,0.368501063406294,0.348,0.116,0.000143123206894133,"6","AT2G47890"
"AT2G451701",1.57464659124864e-08,0.430472753092965,0.435,0.173,0.000193886234780445,"6","AT2G45170"
"AT5G40370",2.49674008168045e-08,0.371048299873243,0.319,0.103,0.000307423606257314,"6","AT5G40370"
"AT3G51840",7.39901868005048e-08,0.361559096558516,0.391,0.152,0.000911041170074615,"6","AT3G51840"
"AT4G19210",1.39622530499474e-07,0.317278387705654,0.319,0.11,0.00171917221804002,"6","AT4G19210"
"AT1G101701",1.45821319637162e-07,0.582707959005878,0.551,0.282,0.00179549790869237,"6","AT1G10170"
"AT1G621801",1.68553660238609e-07,0.506877294232892,0.507,0.239,0.002075401218518,"6","AT1G62180"
"AT3G12490",2.41139358367415e-07,0.332868292538362,0.275,0.089,0.00296914891957797,"6","AT3G12490"
"AT5G64230",2.44875593045293e-07,0.285561336037183,0.29,0.095,0.00301515317716669,"6","AT5G64230"
"AT2G216601",2.56272069341307e-07,0.313201327640198,0.333,0.117,0.00315547798979952,"6","AT2G21660"
"AT3G44310",4.49930919082583e-07,0.298634031244243,0.275,0.089,0.00553999940666384,"6","AT3G44310"
"AT1G804401",4.92943152618052e-07,0.386621817114757,0.406,0.17,0.00606960903818607,"6","AT1G80440"
"AT3G53230",7.48184716720658e-07,0.297406189444059,0.261,0.085,0.00921239841698146,"6","AT3G53230"
"AT2G22430",1.34418899342196e-06,0.286404179457129,0.362,0.144,0.0165509990760046,"6","AT2G22430"
"AT4G180501",1.90764688780845e-06,0.311077048537338,0.362,0.151,0.0234888561295854,"6","AT4G18050"
"AT4G023801",3.47059381838515e-06,0.368739112254435,0.42,0.19,0.0427334216857763,"6","AT4G02380"
"AT1G11910",3.6323835380501e-06,0.296688041200281,0.391,0.173,0.0447255385040109,"6","AT1G11910"
"AT1G77180",3.80580781695828e-06,0.299997124081109,0.391,0.174,0.0468609116502073,"6","AT1G77180"
"AT2G39660",5.66036797579528e-06,0.304509737384647,0.275,0.103,0.0696961108859673,"6","AT2G39660"
"AT1G322301",6.04175125180409e-06,0.418650932324759,0.464,0.236,0.0743920831634638,"6","AT1G32230"
"AT4G15630",6.25002232989523e-06,0.261730569286949,0.261,0.092,0.076956524948,"6","AT4G15630"
"AT1G69750",7.17956636005484e-06,0.273507737063302,0.261,0.095,0.0884020005913553,"6","AT1G69750"
"AT3G241401",7.3132501849153e-06,0.303281687783381,0.304,0.119,0.0900480495268621,"6","AT3G24140"
"AT1G16180",9.42210347868733e-06,0.259839997609126,0.29,0.112,0.116014360133077,"6","AT1G16180"
"AT4G379801",9.44458138898894e-06,0.414488371842054,0.377,0.179,0.116291130642621,"6","AT4G37980"
"AT4G198802",9.94740486015521e-06,0.328091974106026,0.377,0.169,0.122482396043091,"6","AT4G19880"
"AT3G22370",2.36433707212461e-05,0.291804779757186,0.29,0.121,0.291120823690703,"6","AT3G22370"
"AT5G597201",4.31533757548148e-05,0.571906772651844,0.377,0.183,0.531347515669035,"6","AT5G59720"
"AT1G15750",5.23347581283025e-05,0.282332748223211,0.362,0.174,0.644397876833789,"6","AT1G15750"
"AT4G02510",5.34707956090565e-05,0.332659770418002,0.348,0.167,0.658385906334313,"6","AT4G02510"
"AT5G637901",0.000106329583745789,0.423218970778328,0.71,0.553,1,"6","AT5G63790"
"AT2G23090",0.000152139932351694,0.350817204257173,0.435,0.256,1,"6","AT2G23090"
"AT2G055201",0.000292380430787913,0.364010749133309,0.464,0.259,1,"6","AT2G05520"
"AT3G086901",0.000381740035910889,0.269256872842711,0.319,0.158,1,"6","AT3G08690"
"AT2G187001",0.000461441302752137,0.26292611793674,0.391,0.217,1,"6","AT2G18700"
"AT4G252601",0.000548464663152752,0.41395422917764,0.478,0.297,1,"6","AT4G25260"
"AT1G204401",0.000697530711885238,0.280145188985447,0.304,0.154,1,"6","AT1G20440"
